location,resource_type,system,code,unit,occurrences
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,CAN,CAN,2
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,KIT,KIT,2
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,Notify,Notify,2
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,UDCUP,UDCUP,2
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,UNITS,UNITS,2
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,Units Insulin 70 / 30,Units Insulin 70 / 30,2
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,application,application,2
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,cm3,cm3,2
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,enema,enema,2
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,film,film,2
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,gr,gr,2
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,iu/0iu,iu/0iu,2
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mEq / 100 mL SW,mEq / 100 mL SW,2
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mEq / 250 mL NS,mEq / 250 mL NS,2
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mcg/ml,mcg/ml,2
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg ER,mg ER,2
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/0.5 mL,mg/0.5 mL,2
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/actuation,mg/actuation,2
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/min,mg/min,2
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,ml/day,ml/day,2
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,neb,neb,2
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,packet,packet,2
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,pills,pills,2
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,tsp,tsp,2
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,uL,uL,2
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,%(50 mg/5 gram),%(50 mg/5 gram),1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,(10 mg/mL),(10 mg/mL),1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,(100 mcg/mL),(100 mcg/mL),1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,(24)/75 mg (4),(24)/75 mg (4),1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,(4 mg/mL),(4 mg/mL),1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,(500 mg),(500 mg),1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,(60 mg/mL),(60 mg/mL),1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,(65 mg iron),(65 mg iron),1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,(morphine),(morphine),1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,"-109,000 unit","-109,000 unit",1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,-12 gram/160 mL,-12 gram/160 mL,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,-125 unit,-125 unit,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,1 mg/mL,1 mg/mL,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,"180,000 unit","180,000 unit",1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,4ML,4ML,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,50,50,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,61500 unit,61500 unit,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,AERA,AERA,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,DROPs,DROPs,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,ENEMA,ENEMA,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,Enemas,Enemas,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,G,G,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,INCH,INCH,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,Tab,Tab,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,Umits,Umits,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,_UNIT,_UNIT,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,bo,bo,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,bottle,bottle,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,capsule,capsule,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,chamber,chamber,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,cp,cp,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,cps,cps,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,drop ou,drop ou,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,ea,ea,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,gg,gg,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,gm/hr,gm/hr,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,gram/100 mL,gram/100 mL,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,gummies,gummies,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,kg,kg,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,lozenges,lozenges,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mEq in 1L,mEq in 1L,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mEq/15 mL,mEq/15 mL,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mEq/200 mL NS,mEq/200 mL NS,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mEqmEq,mEqmEq,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mcg/kg/hr,mcg/kg/hr,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mcq,mcq,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg (1 mL),mg (1 mL),1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg (950 mg),mg (950 mg),1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg or 92mg,mg or 92mg,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg-35 mcg (28),mg-35 mcg (28),1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg-mg-mcg-mg,mg-mg-mcg-mg,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/0.6mL,mg/0.6mL,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/100mg,mg/100mg,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/15 mL,mg/15 mL,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/2.625 mL,mg/2.625 mL,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/250 mL,mg/250 mL,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/5,mg/5,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/61mg,mg/61mg,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/mL (1 %),mg/mL (1 %),1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/mL (4 %),mg/mL (4 %),1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg\40 mg,mg\40 mg,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg\960 mg,mg\960 mg,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,milligrams,milligrams,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,ml/hr,ml/hr,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mls,mls,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mm^3,mm^3,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,nL,nL,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,nMol/ml/min,nMol/ml/min,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,pL,pL,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,powder,powder,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,sheet,sheet,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,tABS,tABS,1
MedicationAdministration.dosage.dose,MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,tiwst,tiwst,1
MedicationAdministration.dosage.rate[x],MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mL/hour,mL/hour,2956647
MedicationAdministration.dosage.rate[x],MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mcg/kg/min,mcg/kg/min,1100986
MedicationAdministration.dosage.rate[x],MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,units/hour,units/hour,231307
MedicationAdministration.dosage.rate[x],MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/hour,mg/hour,133038
MedicationAdministration.dosage.rate[x],MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mcg/hour,mcg/hour,128690
MedicationAdministration.dosage.rate[x],MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mcg/kg/hour,mcg/kg/hour,104627
MedicationAdministration.dosage.rate[x],MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/min,mg/min,56744
MedicationAdministration.dosage.rate[x],MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mEq./hour,mEq./hour,51312
MedicationAdministration.dosage.rate[x],MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,grams/hour,grams/hour,35291
MedicationAdministration.dosage.rate[x],MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/kg/hour,mg/kg/hour,18902
MedicationAdministration.dosage.rate[x],MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,grams/min,grams/min,1621
MedicationAdministration.dosage.rate[x],MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mL/min,mL/min,303
MedicationAdministration.dosage.rate[x],MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,ng/kg/min,ng/kg/min,302
MedicationAdministration.dosage.rate[x],MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mcg/min,mcg/min,222
MedicationAdministration.dosage.rate[x],MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mL/kg/hour,mL/kg/hour,52
MedicationAdministration.dosage.rate[x],MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,units/min,units/min,3
MedicationAdministration.dosage.rate[x],MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/kg/min,mg/kg/min,2
MedicationAdministration.dosage.rate[x],MedicationAdministration,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,units/kg/hour,units/kg/hour,2
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg,mg,6980935
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mL,mL,2470689
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,UNIT,UNIT,959336
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mEq,mEq,395202
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,gm,gm,357365
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,g,g,316177
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,TAB,TAB,234988
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mcg,mcg,142498
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,Appl,Appl,139186
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,NEB,NEB,132472
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,PKT,PKT,63564
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,PUFF,PUFF,49196
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mmol,mmol,46652
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,PTCH,PTCH,43595
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,CAP,CAP,42270
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,DROP,DROP,39296
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,SPRY,SPRY,34799
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,INH,INH,25774
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,LOZ,LOZ,14638
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,L,L,12312
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,dose,dose,11050
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,ml,ml,10195
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,Enema,Enema,6810
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mcg/h,mcg/h,5421
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,VIAL,VIAL,5251
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mcg/hr,mcg/hr,5125
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,in,in,4953
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg PE,mg PE,3115
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,SUPP,SUPP,2738
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,WAF,WAF,2323
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/day,mg/day,1968
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,MD to order daily dose,MD to order daily dose,1732
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,TROC,TROC,1619
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,STCK,STCK,1601
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,units,units,1538
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,%,%,1470
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,BAG,BAG,978
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,gtt,gtt,627
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/hr,mg/hr,594
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,FILM,FILM,505
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,SYR,SYR,437
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg\ 0 mg,mg\ 0 mg,410
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/mL,mg/mL,236
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,million units,million units,235
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mcg/kg/min,mcg/kg/min,150
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/ml,mg/ml,127
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,Floor Stock Bag,Floor Stock Bag,124
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mL/hr,mL/hr,108
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,ml/hr,ml/hr,93
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,AMP,AMP,84
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,DRP,DRP,76
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,Million Units,Million Units,63
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,GUM,GUM,62
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,UDCUP,UDCUP,50
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,EA,EA,49
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/ 0 mg,mg/ 0 mg,49
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,PKG,PKG,43
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/24h,mg/24h,43
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,BTL,BTL,41
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,INJ,INJ,37
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,Units VWF:RCo,Units VWF:RCo,37
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mcg/mL,mcg/mL,31
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mcg/ml,mcg/ml,28
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,PACK,PACK,27
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg /40 mg,mg /40 mg,27
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,mg/kg,mg/kg,25
MedicationRequest.dosageInstruction.doseAndRate.dose[x],MedicationRequest,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,PUMP,PUMP,21
