element,via,system,code,display,resources
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079086320,,11
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079097220,,11
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,54868416700,,11
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68084006001,,11
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68084034701,,11
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00002751101,,10
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00009002001,,10
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00054022463,,10
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00121174410,,10
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00143968125,,10
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00143987310,,10
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00172438210,,10
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00172541310,,10
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00182116189,,10
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904041161,,10
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904386575,,10
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904530661,,10
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904642661,,10
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,33358036430,,10
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,45802011222,,10
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079010520,,10
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079029420,,10
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079075320,,10
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079098120,,10
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68084030401,,10
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00002445385,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00054001820,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00054327099,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00093046301,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00173071920,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00258368790,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00338004902,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409230517,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409751716,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00517003125,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00597008717,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904629461,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904777261,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,10019017644,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,10939033733,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,33332001101,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,36000003310,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,44206031050,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079002320,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079075920,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079080120,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,55390013020,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,57664037708,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,60505011300,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,60505082901,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,62584098801,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63323061603,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,64764091830,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,65649030303,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,66553000801,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68084009901,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68084067301,,9
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00049397041,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00074434190,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00121048910,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00338001702,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00378207201,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00406831562,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409166010,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409475503,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00641141035,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904563261,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904677361,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00944049301,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,10019001617,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,10019055302,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079002420,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079030020,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079098220,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079098320,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079098620,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,60505011200,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,62584073301,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63323048527,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63739002401,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63739049910,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63739051910,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,64764054411,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,67457042612,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68084009801,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68084025401,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68084065901,,8
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,venetoclax,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00002512377,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00023917705,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00029152611,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00074929690,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00093894393,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00135019502,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00169750111,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00185001001,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409117101,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409117830,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409127332,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409379301,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409663734,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00603137859,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904635361,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,25021067376,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,37205011278,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,39822020501,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,50111091801,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079088120,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,54569452202,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,59011010320,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,60505251903,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,61314063705,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63323001302,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63481068706,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68084027801,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68084034601,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68084059101,,7
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00002411533,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00004026501,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00019481604,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00023031204,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00054023524,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00075062040,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00075062280,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00121483940,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00338069104,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00378181377,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409176230,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00574027511,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00603385521,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00781207601,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00781210201,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904579061,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904580961,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904627961,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904673061,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00944049505,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,10019003867,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,42292000120,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,42858030125,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,50268085415,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,50383068304,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,50458092510,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079028420,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079055720,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079060820,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079099120,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,54162050001,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,59011045210,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,61553011841,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,62584071301,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63323022905,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63323026920,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63323029730,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63323031110,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63323064907,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63653117103,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,63739067410,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,65649055102,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68084006901,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68084020601,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68084056501,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,68084060501,,6
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00002324033,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00003089431,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00004026449,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00008121801,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00009001103,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00034180080,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00054855324,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00064065001,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00067512614,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00069095050,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00074659490,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00074706811,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00087277235,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00093015506,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00093078405,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00115703301,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00121064610,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00172436560,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00338022104,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00378180577,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00406035762,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409226720,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409491134,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00409795309,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00487980101,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00517083001,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00591336901,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00641601410,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00731040106,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904553561,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904561061,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904571135,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904585361,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904629261,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904630477,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904635961,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904637661,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,00904642281,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,08489800001,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,10135033063,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,33332001001,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,49281075221,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,49502050002,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,50111030801,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,50268061513,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,50268072815,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,50458093010,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079052020,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079077420,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,51079097320,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,55513014810,,5
MedicationRequest.medication[x],Medication.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-ndc,58177029311,,5
